BBGCode, Price, AggregatedVolume
QQQ US ETF,1576.9229695602735,183763
QQQ US ETF,183.5772732486382,505893
QQQ US ETF,1531.095732912691,676884
QQQ US ETF,940.0963822941927,167722
QQQ US ETF,951.6638628767412,511531
QQQ US ETF,1577.494405041429,427588
QQQ US ETF,384.0763047538572,596183
QQQ US ETF,275.35541375627633,538050
QQQ US ETF,1537.251524482251,34839
QQQ US ETF,1488.3324440979832,72629
QQQ US ETF,826.0944016783687,686
QQQ US ETF,367.97653710314,66498
QQQ US ETF,1517.6057823567778,85374
QQQ US ETF,1427.6472646452705,106695
QQQ US ETF,331.91962695394824,919380
QQQ US ETF,1574.2497954050536,146414
QQQ US ETF,156.63389395410547,889158
QQQ US ETF,238.39603363127233,739093
QQQ US ETF,223.11460330565,77523
QQQ US ETF,249.98532987248373,741359
QQQ US ETF,373.51255382638686,664021
QQQ US ETF,251.56520837954403,518212
QQQ US ETF,1554.2007761243542,125805
QQQ US ETF,1533.4578202099171,500936
QQQ US ETF,232.7556171341858,142670
QQQ US ETF,366.2503512431214,134941
QQQ US ETF,1536.858109896542,18640
QQQ US ETF,1494.4959019736511,717925
QQQ US ETF,1376.6868691979444,214625
QQQ US ETF,934.7000026600531,1606
QQQ US ETF,1413.2753224142466,7894
QQQ US ETF,1571.5822550726514,44973
QQQ US ETF,421.17284806307254,319199
QQQ US ETF,932.3844509615839,142368
QQQ US ETF,1358.442225579193,194991
QQQ US ETF,1581.811963614718,94899
QQQ US ETF,268.7289624183961,602984
QQQ US ETF,982.4255329585276,525992
QQQ US ETF,179.1451159413057,513538
QQQ US ETF,1547.4067245013202,533543
QQQ US ETF,246.06832552320358,433370
QQQ US ETF,262.69520718076404,769345
QQQ US ETF,316.1824128423602,116794
QQQ US ETF,1560.7227949803873,836700
QQQ US ETF,253.78561693581761,531651
QQQ US ETF,134.62019584555313,293462
QQQ US ETF,223.30584151543943,747000
QQQ US ETF,1582.4624574757695,102714
QQQ US ETF,1590.712842392199,726734
QQQ US ETF,850.306905058898,158947
QQQ US ETF,267.79374624783406,207495
QQQ US ETF,952.1709514639166,19095
QQQ US ETF,1564.8647828971482,244193
QQQ US ETF,1564.7425132846033,139636
QQQ US ETF,182.94733609516794,195088
QQQ US ETF,1517.5949077693895,149090
QQQ US ETF,394.77961460522477,264473
QQQ US ETF,200.4262971249114,62409
QQQ US ETF,251.33241993987787,731700
QQQ US ETF,1548.5643614657902,200711
QQQ US ETF,951.8859725541181,179544
QQQ US ETF,1512.444154372373,37148
QQQ US ETF,933.3799485677763,908703
QQQ US ETF,186.16125436584332,398320
QQQ US ETF,228.954956180309,639073
QQQ US ETF,1523.6667985997958,22595
QQQ US ETF,224.24088879573077,382045
QQQ US ETF,1517.883191713807,249094
QQQ US ETF,1454.251674482631,275842
QQQ US ETF,1481.9143810269704,338343
QQQ US ETF,267.61114605829545,91681
QQQ US ETF,1552.2729964630034,632300
QQQ US ETF,229.78378418288864,45080
QQQ US ETF,301.8839174531022,986239
QQQ US ETF,1410.2130385805788,18748
QQQ US ETF,343.2962222701263,198843
QQQ US ETF,371.79236040755103,334656
QQQ US ETF,304.7149879464966,960539
QQQ US ETF,287.5588721663889,482574
QQQ US ETF,235.65499761718857,938681
QQQ US ETF,313.5521988278323,990108
QQQ US ETF,949.0347755383889,47690
QQQ US ETF,937.0852016417223,717523
QQQ US ETF,196.16868158828515,795391
QQQ US ETF,221.61474528906996,747034
QQQ US ETF,925.4821478131659,434486
QQQ US ETF,1547.0974725291157,252762
QQQ US ETF,1500.850060957805,379841
QQQ US ETF,1499.426560304189,79386
QQQ US ETF,1600.2221574288164,541312
QQQ US ETF,936.5211379183133,554024
QQQ US ETF,274.5078993458789,503324
QQQ US ETF,1456.5277459097547,553582
QQQ US ETF,1461.4158333757136,803312
QQQ US ETF,341.9078306684916,738546
QQQ US ETF,264.3836090358278,503853
QQQ US ETF,383.86599409744895,34657
QQQ US ETF,933.6051685614187,906087
QQQ US ETF,813.1212847976855,212363
QQQ US ETF,1572.6523220348408,54726
QQQ US ETF,1389.8907114426572,55488
QQQ US ETF,195.3977229266426,523444
QQQ US ETF,1489.6841866586726,312950
QQQ US ETF,1572.2815178190149,339213
QQQ US ETF,926.2293528464947,305300
QQQ US ETF,935.5680913477939,709115
QQQ US ETF,258.4292110446112,138109
QQQ US ETF,1504.6263565487307,8563
QQQ US ETF,258.1974706948445,419102
QQQ US ETF,148.31399641715967,142321
QQQ US ETF,1573.0935655820272,354350
QQQ US ETF,328.1388552354504,667076
QQQ US ETF,1537.2075225313176,792757
QQQ US ETF,1592.1750613629779,694200
QQQ US ETF,1403.8611691041126,789813
QQQ US ETF,947.6265670152021,181564
QQQ US ETF,1605.0580199461813,25746
QQQ US ETF,1496.9615767628754,346298
QQQ US ETF,1518.6264484032251,214672
QQQ US ETF,1560.5862103135466,11701
QQQ US ETF,1438.7257364325528,490559
QQQ US ETF,1537.337506438539,89724
QQQ US ETF,287.4449720945588,48802
QQQ US ETF,1498.9718060750777,69097
QQQ US ETF,195.74254462037868,498342
QQQ US ETF,263.2598252994149,250131
QQQ US ETF,176.98556648204274,403469
QQQ US ETF,271.96001983833685,156630
QQQ US ETF,1546.1630419816438,135219
QQQ US ETF,168.2258737544518,190830
QQQ US ETF,229.2610504005428,126627
QQQ US ETF,1563.6130092184872,352351
QQQ US ETF,421.26514078025394,805575
QQQ US ETF,256.0378541261369,164236
QQQ US ETF,1546.4306362943005,71842
QQQ US ETF,1527.4505830877779,536735
QQQ US ETF,1577.7124888729659,426
QQQ US ETF,948.603021400305,442722
QQQ US ETF,1522.4198662717934,463253
QQQ US ETF,1570.7353845510345,70319
QQQ US ETF,1418.5809699364158,82301
QQQ US ETF,197.86497366514956,123485
QQQ US ETF,804.4039074787888,402216
QQQ US ETF,1492.8751032739235,613
QQQ US ETF,1579.3937082265788,462438
QQQ US ETF,139.9449528905387,88842
QQQ US ETF,893.7489301809961,1382
QQQ US ETF,265.68688055308996,801264
QQQ US ETF,1382.8241856263512,261445
QQQ US ETF,192.87446603699306,142333
QQQ US ETF,1563.3553818513353,88467
QQQ US ETF,190.59642862029835,688033
QQQ US ETF,1455.5459465833048,160207
QQQ US ETF,233.52938004104715,20243
QQQ US ETF,1523.7367024066011,41288
QQQ US ETF,258.312764583164,893438
QQQ US ETF,197.5083622615805,179518
QQQ US ETF,1344.5999793793599,106951
QQQ US ETF,183.61906196497281,908377
QQQ US ETF,185.91661294346727,552580
QQQ US ETF,235.18331801571628,703645
QQQ US ETF,256.4009616109573,780762
QQQ US ETF,159.44375522598367,4351
QQQ US ETF,1483.619391594064,356186
QQQ US ETF,313.47955783834277,565854
QQQ US ETF,281.06541585294485,215451
QQQ US ETF,261.24420163030965,714716
QQQ US ETF,849.5160147803957,290370
QQQ US ETF,1640.2725032620394,17985
QQQ US ETF,1503.5429233383763,132261
QQQ US ETF,307.2932065520003,805211
QQQ US ETF,1577.6724780095185,52328
QQQ US ETF,231.92193831370753,518571
QQQ US ETF,1412.9684685127495,251398
QQQ US ETF,1385.6012070339946,235999
QQQ US ETF,846.8694544826383,385025
QQQ US ETF,1528.6498182171106,170760
QQQ US ETF,382.1208973159549,207528
QQQ US ETF,1520.5455771159504,187480
QQQ US ETF,1540.1960206717106,309722
QQQ US ETF,955.5253491962308,5005
QQQ US ETF,1522.9211702493972,340047
QQQ US ETF,1535.1915619189501,168103
QQQ US ETF,1429.2907398447069,697309
QQQ US ETF,1527.1438280369102,45017
QQQ US ETF,1455.811019987981,470329
QQQ US ETF,1578.0816503635353,2805
QQQ US ETF,953.9570819718356,180837
QQQ US ETF,1418.6321387266498,658639
QQQ US ETF,247.66875557176303,656052
QQQ US ETF,146.4662889762032,55291
QQQ US ETF,1443.8617256278744,814281
QQQ US ETF,279.93441687409626,348269
QQQ US ETF,271.7500861378879,441235
QQQ US ETF,1580.688415975484,349210
QQQ US ETF,143.0450348770052,787967
QQQ US ETF,1374.858552506377,917195
QQQ US ETF,1549.5098424229334,424284
QQQ US ETF,1611.8891953019702,116150
QQQ US ETF,850.9717944924411,428427
QQQ US ETF,238.51607780965938,196904
QQQ US ETF,1572.7531215688832,51916
QQQ US ETF,1419.6574692019155,810363
QQQ US ETF,171.49371557493544,107798
QQQ US ETF,859.5168243830759,513620
QQQ US ETF,853.2486987490087,76677
QQQ US ETF,1526.1843939363746,621202
QQQ US ETF,1512.406991866627,690642
QQQ US ETF,1397.0463620534802,3364
QQQ US ETF,1502.997579860395,215528
QQQ US ETF,183.94511229581744,525821
QQQ US ETF,1384.580026133001,528333
QQQ US ETF,1569.2817320606696,58012
QQQ US ETF,271.033042911792,385294
QQQ US ETF,1573.2357492957349,391247
QQQ US ETF,209.30297934398362,474993
QQQ US ETF,1574.2630242779537,198273
QQQ US ETF,275.57196719034476,125825
QQQ US ETF,1568.8499654744674,386380
QQQ US ETF,1572.0743219942742,92852
QQQ US ETF,1588.1696312829738,284340
QQQ US ETF,867.6194670891781,309271
QQQ US ETF,1459.8555680758493,409720
QQQ US ETF,1474.7945016144379,181556
QQQ US ETF,354.68388161423644,216489
QQQ US ETF,225.47781947339428,669472
QQQ US ETF,1399.867742091323,618170
QQQ US ETF,222.27082378451152,222362
QQQ US ETF,205.25081214704318,237891
QQQ US ETF,1501.8627244909942,44240
QQQ US ETF,1556.0113095280751,612892
QQQ US ETF,1599.0728047807634,242260
QQQ US ETF,1570.7507016740603,172761
QQQ US ETF,181.7389246635316,698716
QQQ US ETF,1521.0931216282447,165496
QQQ US ETF,1533.500840620824,60444
QQQ US ETF,221.41187817888112,503158
QQQ US ETF,1500.5913195182268,180762
QQQ US ETF,274.9723120221455,478259
QQQ US ETF,927.4809690763943,406751
QQQ US ETF,241.99420939291707,233394
QQQ US ETF,278.2414713264978,481118
QQQ US ETF,1493.4787836914297,9529
QQQ US ETF,1444.6520317986865,244262
QQQ US ETF,1535.1905698074197,60721
QQQ US ETF,243.7768203001433,137952
QQQ US ETF,1563.1943366842745,679337
QQQ US ETF,270.95901259738724,390711
QQQ US ETF,228.88501360224575,22381
QQQ US ETF,315.5960321284376,144678
QQQ US ETF,276.32782211000807,688863
QQQ US ETF,1404.553167850833,119349
QQQ US ETF,186.7587798326685,414050
QQQ US ETF,287.1764443622221,711128
QQQ US ETF,858.3741571727868,74121
QQQ US ETF,1566.7231855859063,234894
QQQ US ETF,1542.5586105687441,201259
QQQ US ETF,1503.4546671877688,261061
QQQ US ETF,1532.6908268860661,231265
QQQ US ETF,216.60073921575548,344071
QQQ US ETF,196.38349860280752,936817
QQQ US ETF,936.5211096084097,626623
QQQ US ETF,1580.2424948002313,269851
QQQ US ETF,1517.6333697841692,166680
QQQ US ETF,1574.0769139143795,415400
QQQ US ETF,316.59333462483954,376633
QQQ US ETF,159.88083660041858,592622
QQQ US ETF,257.61016992259886,5912
QQQ US ETF,1489.9955588545185,5202
QQQ US ETF,289.53520005388776,721584
QQQ US ETF,956.5988057074089,87814
QQQ US ETF,1481.26493998016,87937
QQQ US ETF,1558.3514573283408,47712
QQQ US ETF,345.80339432731273,78691
QQQ US ETF,266.0848967276501,865174
QQQ US ETF,277.985841613952,52191
QQQ US ETF,287.91905725832567,597543
QQQ US ETF,187.10347256826674,431282
QQQ US ETF,189.84885904809946,483935
QQQ US ETF,922.496496446006,521335
QQQ US ETF,1491.3507058678508,368082
QQQ US ETF,311.5375218250823,474071
QQQ US ETF,1387.4097807892767,961294
QQQ US ETF,1490.76721242413,49536
QQQ US ETF,971.8147257166459,85931
QQQ US ETF,1447.5716464511468,452565
QQQ US ETF,428.4884875796082,807397
QQQ US ETF,292.87687203552616,474354
QQQ US ETF,1499.7195845603694,329805
QQQ US ETF,941.4642909384669,67598
QQQ US ETF,220.1131864428431,217117
QQQ US ETF,937.1663346616504,894895
QQQ US ETF,204.81982480788534,725403
QQQ US ETF,1464.168623469469,271986
QQQ US ETF,308.70484539240096,648099
QQQ US ETF,1600.270006079963,561463
QQQ US ETF,264.24990876744494,540137
QQQ US ETF,905.483884766843,458272
QQQ US ETF,1559.0657108726573,421174
QQQ US ETF,177.20086377264312,865770
QQQ US ETF,367.87580418452956,299217
QQQ US ETF,316.7501619959507,357125
QQQ US ETF,1612.6743081173997,159215
QQQ US ETF,1474.7678225298168,230573
QQQ US ETF,380.3993786328585,194327
QQQ US ETF,280.9759201286487,382195
QQQ US ETF,1582.3582475996159,136299
QQQ US ETF,195.9668578199359,232678
QQQ US ETF,1534.1293792008971,18230
QQQ US ETF,1509.52330987676,283124
QQQ US ETF,1404.3996159856044,189688
QQQ US ETF,1525.2126527356756,43176
QQQ US ETF,182.68728733556736,378603
QQQ US ETF,285.82432207419316,175859
QQQ US ETF,275.77007251085536,835534
QQQ US ETF,955.2508909793323,202167
QQQ US ETF,1497.3297948297718,12507
QQQ US ETF,1511.3656593190944,46688
QQQ US ETF,1399.6784683530698,514712
QQQ US ETF,1564.8169529520658,687857
QQQ US ETF,1490.5010827332856,201127
QQQ US ETF,865.9250623209382,211559
QQQ US ETF,1504.977192930369,288579
QQQ US ETF,138.11297061252145,930665
QQQ US ETF,950.6860851496085,514107
QQQ US ETF,245.71697296754178,332290
QQQ US ETF,202.49074294502628,739301
QQQ US ETF,1559.1152012624218,178281
QQQ US ETF,889.4331590590998,308259
QQQ US ETF,1590.6135746189123,402490
QQQ US ETF,234.35569620626885,846552
QQQ US ETF,1497.7933691925575,89836
QQQ US ETF,957.2778473846624,54746
QQQ US ETF,184.60069705275134,943061
QQQ US ETF,155.635685986254,148431
QQQ US ETF,1567.8450647605844,361126
QQQ US ETF,279.29384825564125,768352
QQQ US ETF,1404.792938738716,123666
QQQ US ETF,1407.2908074020727,552480
QQQ US ETF,953.5778489108997,51781
QQQ US ETF,943.2916509147717,316356
QQQ US ETF,254.98620746945753,564123
QQQ US ETF,1576.2986351529448,133798
QQQ US ETF,200.6956794758309,957848
QQQ US ETF,945.6708684902417,82424
QQQ US ETF,1576.0739076304717,403522
QQQ US ETF,931.6726270860011,322108
QQQ US ETF,1499.60941933217,415053
QQQ US ETF,1517.8088008715122,105562
QQQ US ETF,1405.3142007082708,354472
QQQ US ETF,273.7425242207699,292342
QQQ US ETF,1658.7026742744597,198431
QQQ US ETF,822.685223128241,232100
QQQ US ETF,1396.109673284894,992531
QQQ US ETF,250.1621964189869,507518
QQQ US ETF,1400.61293962535,55550
QQQ US ETF,1574.7352025780847,454508
QQQ US ETF,1408.361032314727,686188
QQQ US ETF,924.8131420279168,315906
QQQ US ETF,1406.7219518858778,4525
QQQ US ETF,141.44284770091372,902035
QQQ US ETF,916.9492131763732,819960
QQQ US ETF,1434.796651475099,138162
QQQ US ETF,1474.9012793480806,276009
QQQ US ETF,1532.9559069198851,550482
QQQ US ETF,1552.676098112047,28819
QQQ US ETF,278.97854299894,69795
QQQ US ETF,1484.3959205195158,15748
QQQ US ETF,288.58522684799783,982797
QQQ US ETF,1496.8395910644726,501505
QQQ US ETF,1579.260510565678,17850
QQQ US ETF,1579.8539380571426,100537
QQQ US ETF,314.46760491086746,340325
QQQ US ETF,973.3742823217895,513882
QQQ US ETF,1497.85946600337,136840
QQQ US ETF,1420.3758057982143,584184
QQQ US ETF,269.12874811273025,68806
QQQ US ETF,221.42798648294908,5635
QQQ US ETF,950.639986229749,499832
QQQ US ETF,808.3478452381845,101423
QQQ US ETF,241.55362503448697,26698
QQQ US ETF,260.16143250059486,143530
QQQ US ETF,1422.411380738487,388041
QQQ US ETF,829.6631531584777,563984
QQQ US ETF,1490.1368392132135,33438
QQQ US ETF,255.6141880921773,62948
QQQ US ETF,1436.8540934150426,325690
QQQ US ETF,1457.662036277074,659518
QQQ US ETF,823.5480136804343,593583
QQQ US ETF,1472.319662900975,744773
QQQ US ETF,887.2885287237364,750641
QQQ US ETF,920.9576735991938,390404
QQQ US ETF,1546.3291673442052,31474
QQQ US ETF,1608.2328124674937,694945
QQQ US ETF,1475.2614516563199,589039
QQQ US ETF,1440.6878953625035,334761
QQQ US ETF,922.0318858552631,798400
QQQ US ETF,1569.795914248707,159368
QQQ US ETF,1576.7279799487462,35256
QQQ US ETF,170.5892241148964,940764
QQQ US ETF,265.90715723939235,310089
QQQ US ETF,1493.4890726513684,61558
QQQ US ETF,296.9440721989079,151614
QQQ US ETF,384.7451330299213,918225
QQQ US ETF,1557.6551950190053,180012
QQQ US ETF,1477.1485622062637,818218
QQQ US ETF,291.61277429718956,675107
QQQ US ETF,1487.560451604911,285222
QQQ US ETF,1644.7620797006493,312570
QQQ US ETF,961.630307874719,148354
QQQ US ETF,1433.7548415755953,35047
QQQ US ETF,1572.2455908636161,92005
QQQ US ETF,310.8960151501833,666627
QQQ US ETF,1459.1213019347938,887323
QQQ US ETF,1571.7874862141596,225661
QQQ US ETF,914.1173784678797,370199
QQQ US ETF,1556.8132139311044,319686
QQQ US ETF,223.66373981625733,7512
QQQ US ETF,1517.0267453215586,256257
QQQ US ETF,249.92911283791938,402162
QQQ US ETF,1501.2662031417747,422381
QQQ US ETF,1502.8143437473632,90187
QQQ US ETF,947.7695714596695,858180
QQQ US ETF,384.23459144709744,540275
QQQ US ETF,962.1140193706542,231326
QQQ US ETF,1501.040722024961,208372
QQQ US ETF,1557.0202764797637,626483
QQQ US ETF,1517.643551174267,196078
QQQ US ETF,1545.4776304308646,59816
QQQ US ETF,1569.578949992342,114576
QQQ US ETF,275.1363835055411,933006
QQQ US ETF,257.32606923375045,147775
QQQ US ETF,178.59829535472892,905193
QQQ US ETF,1513.0015583903307,275972
QQQ US ETF,309.351114681654,272686
QQQ US ETF,221.57370945336726,304400
QQQ US ETF,937.3598876545642,221608
QQQ US ETF,337.55360611377733,795258
QQQ US ETF,1442.2321196782068,124227
QQQ US ETF,1435.1946255540038,927226
QQQ US ETF,858.201486692939,219120
QQQ US ETF,1441.3112734822676,348164
QQQ US ETF,954.9222029535453,825394
QQQ US ETF,940.0890901239757,91044
QQQ US ETF,928.7145690273294,540215
QQQ US ETF,1545.9059209840448,521504
QQQ US ETF,1488.9480641149073,219310
QQQ US ETF,1546.601866943242,150517
QQQ US ETF,1544.7529388230655,368018
QQQ US ETF,250.30254361793064,522645
QQQ US ETF,1446.444580630124,123232
QQQ US ETF,1481.4232929798688,194723
QQQ US ETF,1508.4379480959667,371124
QQQ US ETF,1577.8183402018103,128596
QQQ US ETF,1577.4907229127866,119889
QQQ US ETF,289.4420037389481,236803
QQQ US ETF,1485.5138805519132,25634
QQQ US ETF,269.2766643243622,758578
QQQ US ETF,1473.6738006554467,935152
QQQ US ETF,271.77294739406307,402289
QQQ US ETF,1501.4127736320563,521790
QQQ US ETF,1537.320649907918,537524
QQQ US ETF,1455.234577972157,543515
QQQ US ETF,412.7568863641177,228311
QQQ US ETF,422.49036043256285,239081
QQQ US ETF,178.6405082944332,417236
QQQ US ETF,1571.6251717480654,738336
QQQ US ETF,174.75435022527384,73843
QQQ US ETF,1444.620090633265,694089
QQQ US ETF,1568.7466297855542,72737
QQQ US ETF,1445.0942119732338,957983
QQQ US ETF,799.8201706752285,749171
QQQ US ETF,805.2763542701102,895455
QQQ US ETF,1508.5684016539956,534699
QQQ US ETF,1588.5861451713672,525912
QQQ US ETF,951.0181041693206,697583
QQQ US ETF,1571.4515021244067,104874
QQQ US ETF,243.57239472807032,347504
QQQ US ETF,277.6710074608417,701381
QQQ US ETF,182.56481532303965,619752
QQQ US ETF,1561.3649328821045,10584
QQQ US ETF,257.35533304032344,881058
QQQ US ETF,1483.6325412823712,321829
QQQ US ETF,245.05891241540434,743826
QQQ US ETF,294.7950131739649,212385
QQQ US ETF,1547.7833913870006,359004
QQQ US ETF,1481.0779355704365,252700
QQQ US ETF,361.2077142449183,305242
QQQ US ETF,1460.1747958436545,35807
QQQ US ETF,952.8298156113015,316316
QQQ US ETF,1502.6362289353249,497467
QQQ US ETF,1504.5823612403003,296526
QQQ US ETF,1411.4115039239432,296410
QQQ US ETF,1592.079328301002,90422
QQQ US ETF,1421.739122939805,368744
QQQ US ETF,404.0947300961736,164988
QQQ US ETF,1582.2424380692946,154760
QQQ US ETF,1579.5553087460576,455247
QQQ US ETF,216.07968823378033,813150
QQQ US ETF,317.7784335477158,280942
QQQ US ETF,1606.9739251456556,305426
QQQ US ETF,1407.4648267824823,290891
QQQ US ETF,922.4653482886854,466749
QQQ US ETF,1581.538914114073,122839
QQQ US ETF,367.07956217557177,68965
QQQ US ETF,1523.2259098017885,1412
QQQ US ETF,1365.901265708782,243893
QQQ US ETF,1582.1717472106816,70211
QQQ US ETF,1469.1553241282122,378702
QQQ US ETF,949.883976046901,685019
QQQ US ETF,190.04458434425575,462378
QQQ US ETF,1574.045673546333,7667
QQQ US ETF,279.15891967503137,786650
QQQ US ETF,1446.520236386964,198123
QQQ US ETF,225.20279491226592,532588
QQQ US ETF,1414.2816685851783,205729
QQQ US ETF,1423.8803886646106,445031
QQQ US ETF,1491.919946467261,362268
QQQ US ETF,1403.5141455940998,942513
QQQ US ETF,1453.4076153451165,468796
QQQ US ETF,219.1145105352669,396679
QQQ US ETF,284.8156004582531,187007
QQQ US ETF,1495.6854743324488,97319
QQQ US ETF,1518.5231731749705,575744
QQQ US ETF,315.58180271129504,767811
QQQ US ETF,1493.2902156455293,313127
QQQ US ETF,1532.959525831749,601383
QQQ US ETF,967.2863011942302,1932
QQQ US ETF,1586.1288562272844,313523
QQQ US ETF,1499.676972942715,105332
QQQ US ETF,365.6287925695069,625205
QQQ US ETF,182.76599220029496,143634
QQQ US ETF,1447.1614376922018,610116
QQQ US ETF,214.05307450839737,92030
QQQ US ETF,1588.2792884762719,230071
QQQ US ETF,1461.1396802914667,323222
QQQ US ETF,197.5461935150196,204420
QQQ US ETF,1590.1524350287707,107237
QQQ US ETF,1452.0175331043117,40507
QQQ US ETF,275.44232968820023,941001
QQQ US ETF,1501.8256618324278,64529
QQQ US ETF,1562.5014553632277,424815
QQQ US ETF,1548.23310867643,101554
QQQ US ETF,1595.1792575503744,128741
QQQ US ETF,937.308140719609,425440
QQQ US ETF,144.19496209492857,483759
QQQ US ETF,1533.350247051572,556579
QQQ US ETF,286.668654492927,405508
QQQ US ETF,807.882565984141,208585
QQQ US ETF,1394.7526804120214,251116
QQQ US ETF,1494.9514546172907,137674
QQQ US ETF,1423.228996616831,361542
QQQ US ETF,1528.6698934496626,107520
QQQ US ETF,179.3672402817159,965662
QQQ US ETF,366.03898661819915,946590
QQQ US ETF,1449.0739566244565,250637
QQQ US ETF,933.9523368980516,281157
QQQ US ETF,1472.669532975812,6624
QQQ US ETF,229.94174437325051,267243
QQQ US ETF,149.2238505999346,436750
QQQ US ETF,1410.0161471601202,529646
QQQ US ETF,312.7995245797224,261681
QQQ US ETF,1573.294877343989,48320
QQQ US ETF,240.54469242759822,238168
QQQ US ETF,931.5280283347444,321325
QQQ US ETF,871.0152046850958,602219
QQQ US ETF,1509.3359536269634,404552
QQQ US ETF,1560.804602035837,113730
QQQ US ETF,1431.3587797496516,836573
QQQ US ETF,1525.961971974615,11303
QQQ US ETF,215.79633508104826,504605
QQQ US ETF,1496.5842881556366,332283
QQQ US ETF,1565.216417332776,503006
QQQ US ETF,918.7428123271112,851524
QQQ US ETF,1456.297325428883,106131
QQQ US ETF,1593.7160000593663,200683
QQQ US ETF,183.46096858799436,26272
QQQ US ETF,805.1978990898932,326905
QQQ US ETF,1571.9295830498852,464341
QQQ US ETF,1544.5677157811929,70795
QQQ US ETF,1421.2545230858454,4877
QQQ US ETF,1545.1994869160178,16329
QQQ US ETF,1399.9971289804112,143800
QQQ US ETF,1401.6631433494756,906666
QQQ US ETF,808.0602942465475,396595
QQQ US ETF,955.5709643278578,782036
QQQ US ETF,894.706404253415,57878
QQQ US ETF,319.13911546650917,687596
QQQ US ETF,1480.3900362602287,70441
QQQ US ETF,1568.4853884053775,276556
QQQ US ETF,1403.559559701043,213960
QQQ US ETF,1584.2052174112669,9255
QQQ US ETF,1533.0661891550315,56232
QQQ US ETF,1428.93402974415,322635
QQQ US ETF,896.8705873658146,112902
QQQ US ETF,1423.5337607487747,204363
QQQ US ETF,1473.3882787851007,148168
QQQ US ETF,1414.5414063567175,46770
QQQ US ETF,1461.859838809667,296339
QQQ US ETF,1417.035416410515,780205
QQQ US ETF,1492.8040986213082,399347
QQQ US ETF,307.0045108105212,659381
QQQ US ETF,876.3045020992593,328646
QQQ US ETF,1572.219202521605,236431
QQQ US ETF,264.0804187281642,830427
QQQ US ETF,254.54519475902268,928452
QQQ US ETF,1380.5700707548153,814138
QQQ US ETF,264.88248477627513,46681
QQQ US ETF,1525.4347381914272,511601
QQQ US ETF,849.2507884876328,858279
QQQ US ETF,1482.589789757985,208756
QQQ US ETF,1368.2445310366513,467377
QQQ US ETF,1499.0439441949202,36397
QQQ US ETF,307.6295647005773,814677
QQQ US ETF,1427.4485597599596,522619
QQQ US ETF,266.56345443407986,486772
QQQ US ETF,872.7276532002063,102134
QQQ US ETF,1521.197466364361,277408
QQQ US ETF,820.5410673808303,122170
QQQ US ETF,1599.2485172052463,349309
QQQ US ETF,1558.024652942384,6092
QQQ US ETF,933.0522760466094,337304
QQQ US ETF,1372.1885281027598,742947
QQQ US ETF,1385.9827739172633,179262
QQQ US ETF,1521.460421607756,527103
QQQ US ETF,1412.5328351071835,129884
QQQ US ETF,956.1254402768127,232108
QQQ US ETF,184.988655102181,689898
QQQ US ETF,261.1249042054589,33596
QQQ US ETF,811.2034886671682,372385
QQQ US ETF,1502.3021444147303,175546
QQQ US ETF,948.7102482607817,890074
QQQ US ETF,945.7750016816972,607941
QQQ US ETF,1574.469545643464,578060
QQQ US ETF,1585.6104943817966,210649
QQQ US ETF,281.6102130190159,958570
QQQ US ETF,236.7403942692018,486898
QQQ US ETF,202.37867826734706,667542
QQQ US ETF,1620.9908380898698,738358
QQQ US ETF,1595.3563670901265,16275
QQQ US ETF,1574.9960504358512,365928
QQQ US ETF,230.91208640859824,579163
QQQ US ETF,1487.8470781597332,530854
QQQ US ETF,1559.8170575931554,202332
QQQ US ETF,1501.5554401632812,380334
QQQ US ETF,156.69440676191536,125768
QQQ US ETF,1519.062295079565,270687
QQQ US ETF,321.75079323748554,273932
QQQ US ETF,955.6164588224719,981680
QQQ US ETF,1470.036209905511,130542
QQQ US ETF,1385.934589716686,264762
QQQ US ETF,1560.7258756362671,552026
QQQ US ETF,276.2183670410612,660981
QQQ US ETF,928.63442795328,719719
QQQ US ETF,139.86949657697303,234114
QQQ US ETF,937.6808640572201,423475
QQQ US ETF,1539.5920372308856,137987
QQQ US ETF,1587.2512878710065,602392
QQQ US ETF,929.1147835331701,877089
QQQ US ETF,804.6450797396643,104605
QQQ US ETF,1375.6667862333888,63145
QQQ US ETF,805.8168903812981,387479
QQQ US ETF,1459.965027735337,453332
QQQ US ETF,349.22750545893194,213498
QQQ US ETF,359.876340392286,140609
QQQ US ETF,856.3326309047186,23565
QQQ US ETF,1506.5780849612863,253133
QQQ US ETF,1559.8226307269128,419624
QQQ US ETF,1511.0564541407398,69355
QQQ US ETF,1551.8139462670965,238210
QQQ US ETF,1409.1142004434705,68965
QQQ US ETF,950.97663971446,575277
QQQ US ETF,294.1241470238253,425724
QQQ US ETF,270.19138084988884,99291
QQQ US ETF,205.54666020487707,72900
QQQ US ETF,1490.004058442835,142140
QQQ US ETF,1549.4646824106744,423695
QQQ US ETF,799.569201870537,304151
QQQ US ETF,1489.6304265444103,234955
QQQ US ETF,368.9116197443214,268837
QQQ US ETF,1513.918644043016,60440
QQQ US ETF,1579.1282702762844,625667
QQQ US ETF,228.37188272049062,957134
QQQ US ETF,1580.032420142646,151097
QQQ US ETF,1473.243981097,84364
QQQ US ETF,917.1729715300206,188147
QQQ US ETF,1504.587817517898,195646
